Authors	Year	Title	Journal	DOI	Oases	lat	long	Country	Reviewer
Mustapha El Janati, Paul Robin, Nouraya Akkal‑Corfni, Ahmed Bouaziz, Ahmed Sabri, Mohammed Chikhaoui, Zahra Thomas, Abdallah Oukarrou	2022	Composting date palm residues promotes circular agriculture in oases	Biomass Conversion and Biorefinery	10.1007/s13399-022-03387-z	Errachidia	31.963302	-4.456198	Morocco	MF
Mustapha El Janati, Nouraya Akkal-Corfini, Paul Robin, Abdallah Oukarroum, Ahmed Sabri, Zahra Thomas, Mohammed Chikhaoui & Ahmed Bouaziz 	2022	Compost from Date Palm Residues Increases Soil Nutrient Availability and Growth of Silage Corn (Zea mays L.) in an Arid Agroecosystem	Journal of Soil Science and Plant Nutrition	10.1007/s42729-022-00922-9	Errachidia	31.963302	-4.456198	Morocco	MF
Mustapha El Janati, Nouraya Akkal-Corfini, Ahmed Bouaziz, Abdallah Oukarroum, Paul Robin, Ahmed Sabri, Mohamed Chikhaoui, Zahra Thomas	2021	Benefits of Circular Agriculture for Cropping Systems and Soil Fertility in Oases	Sustainability	10.3390/su13094713	Zagora	30.345477	-5.82521	Morocco	JAHA
Mustapha El Janati, Nouraya Akkal-Corfini, Ahmed Bouaziz, Abdallah Oukarroum, Paul Robin, Ahmed Sabri, Mohamed Chikhaoui, Zahra Thomas	2021	Benefits of Circular Agriculture for Cropping Systems and Soil Fertility in Oases	Sustainability	10.3390/su13094713	Rachidia	31.93641	-4.435757	Morocco	JAHA
Mustapha El Janati, Nouraya Akkal-Corfini, Ahmed Bouaziz, Abdallah Oukarroum, Paul Robin, Ahmed Sabri, Mohamed Chikhaoui, Zahra Thomas	2021	Benefits of Circular Agriculture for Cropping Systems and Soil Fertility in Oases	Sustainability	10.3390/su13094713	Zaouia Sidi Abdellali	31.52323	-5.526128	Morocco	JAHA
Wafae El Khoumsi, Ali Hammani, Sami Bouarfa, Ahmed Bouaziz et Imed Ben Aïssa	2017	Contribution de la nappe phréatique à l’alimentation hydrique du palmier dattier (Phoenix dactylifera) dans les zones oasiennes	Cahiers Agricultures	10.1051/cagri/2017032	Tafilalet	31.377222	-4.285278	Morocco	JAHA
EL MANSOURI, Latifa,  ENNABILI, Abdeslam,  BOUSTA, Dalila	2011	Socioeconomic interest and valorization of medicinal plants from the Rissani oasis (SE of Morocco)	Boletín Latinoamericano y del Caribe de Plantas Medicinales y Aromáticas		Rissani 	31.280338	-4.258903	Morocco	JAHA
M. Elmahdy, M. Abioui, G. E. Mustoe	2020	Miocene petrified trees at Bahariya Oasis, Egypt	International Journal of Earth Sciences	doi.org/10.1007/s00531-020-01913-w	Bahariya oasis	28.385161	28.910502	Egypt	JAHA
Meriem Farah Hamamouche, Marcel Kuper , Caroline Lejars	2015	Émancipation des jeunes des oasis du Sahara algérien par le déverrouillage de l'accès à la terre et à l'eau	Cahiers Agricultures	10.1684/agr.2015.0777	Sidi Okba	34.756215	5.891405	Algeria	JAHA
Diana Fernandez, Mohamed Ouinten, Abdelaziz Tantaoui, Jean-Paul Geiger	1997	Molecular records of micro-evolution within the Algerian population of Fusarium oxysporum f. sp. albedinis during its spread to new oases	European Journal of Plant Pathology	10.1023/A:1008644515046	Od Aissa	29.423434	-0.087328	Algeria	JAHA
Diana Fernandez, Mohamed Ouinten, Abdelaziz Tantaoui, Jean-Paul Geiger	1997	Molecular records of micro-evolution within the Algerian population of Fusarium oxysporum f. sp. albedinis during its spread to new oases	European Journal of Plant Pathology	10.1023/A:1008644515046	Mansor Bouda	28.004238	-0.43177	Algeria	JAHA
Diana Fernandez, Mohamed Ouinten, Abdelaziz Tantaoui, Jean-Paul Geiger	1997	Molecular records of micro-evolution within the Algerian population of Fusarium oxysporum f. sp. albedinis during its spread to new oases	European Journal of Plant Pathology	10.1023/A:1008644515046	Adgha	27.861729	-0.294771	Algeria	JAHA
Diana Fernandez, Mohamed Ouinten, Abdelaziz Tantaoui, Jean-Paul Geiger	1997	Molecular records of micro-evolution within the Algerian population of Fusarium oxysporum f. sp. albedinis during its spread to new oases	European Journal of Plant Pathology	10.1023/A:1008644515046	Tilliléne	28.019007	-0.269555	Algeria	JAHA
Diana Fernandez, Mohamed Ouinten, Abdelaziz Tantaoui, Jean-Paul Geiger	1997	Molecular records of micro-evolution within the Algerian population of Fusarium oxysporum f. sp. albedinis during its spread to new oases	European Journal of Plant Pathology	10.1023/A:1008644515046	Beni Ouarou	30.930142	-2.043019	Algeria	JAHA
Diana Fernandez, Mohamed Ouinten, Abdelaziz Tantaoui, Jean-Paul Geiger	1997	Molecular records of micro-evolution within the Algerian population of Fusarium oxysporum f. sp. albedinis during its spread to new oases	European Journal of Plant Pathology	10.1023/A:1008644515046	Gourara	29.399973	0.217452	Algeria	JAHA
Diana Fernandez, Mohamed Ouinten, Abdelaziz Tantaoui, Jean-Paul Geiger	1997	Molecular records of micro-evolution within the Algerian population of Fusarium oxysporum f. sp. albedinis during its spread to new oases	European Journal of Plant Pathology	10.1023/A:1008644515046	Ghardaia	32.50216	3.642881	Algeria	JAHA
Diana Fernandez, Mohamed Ouinten, Abdelaziz Tantaoui, Jean-Paul Geiger	1997	Molecular records of micro-evolution within the Algerian population of Fusarium oxysporum f. sp. albedinis during its spread to new oases	European Journal of Plant Pathology	10.1023/A:1008644515046	Metlili	32.287031	3.6084	Algeria	JAHA
Diana Fernandez, Mohamed Ouinten, Abdelaziz Tantaoui, Jean-Paul Geiger	1997	Molecular records of micro-evolution within the Algerian population of Fusarium oxysporum f. sp. albedinis during its spread to new oases	European Journal of Plant Pathology	10.1023/A:1008644515046	El Ateuf	32.440119	3.736134	Algeria	JAHA
Diana Fernandez, Mohamed Ouinten, Abdelaziz Tantaoui, Jean-Paul Geiger	1997	Molecular records of micro-evolution within the Algerian population of Fusarium oxysporum f. sp. albedinis during its spread to new oases	European Journal of Plant Pathology	10.1023/A:1008644515046	Bounoura	32.465803	3.686778	Algeria	JAHA
Oumama Benabdelkrim Filali, Mostafa Kabine, Adil El Hamouchi, Meryem Lemrani, Mustapha Debboun, and M’hammed Sarih	2018	First Molecular Identification and Phylogeny of Moroccan Anopheles sergentii (Diptera: Culicidae) Based on Second Internal Transcribed Spencer (ITS2) and Cytochrome c Oxidase I (COI) Sequences	Vector-borne and zoonotic diseases	10.1089/vbz.2018.2269	Agafay	31.498111	-8.169806	Morocco	JAHA
Hind Ftouhi, Mohamed Amine Saidani, Lisa Bossenbroek, Meriem Farah Hamamouche, Zakaria Kadiri	2021	Entre vulnérabilité et résilience : le vécu de la pandémie de Covid-19 dans deux sociétés oasiennes du Maghreb	Cahiers Agricultures	10.1051/cagri/2021012	Drâa river	29.214526	-7.915634	Morocco	JAHA
Hind Ftouhi, Mohamed Amine Saidani, Lisa Bossenbroek, Meriem Farah Hamamouche, Zakaria Kadiri	2021	Entre vulnérabilité et résilience : le vécu de la pandémie de Covid-19 dans deux sociétés oasiennes du Maghreb	Cahiers Agricultures	10.1051/cagri/2021012	M’zab Valley	32.473097	3.706968	Algeria	JAHA
Teresa Gil-Piqueras  and Pablo Rodríguez-Navarro	2021	Tradition and Sustainability in Vernacular Architecture of Southeast Morocco	Sustainability	10.3390/su13020684	Rachidia	31.93641	-4.435757	Morocco	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Kharga oasis	25.45255	30.555723	Egypt	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Dakhla oasis	25.608174	28.916796	Egypt	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Bahariya oasis	28.384155	28.90839	Egypt	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Tadmor oasis 	34.542803	38.268929	Syria	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Degache	33.987697	8.235603	Tunisia	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Nefta	33.86115	7.882884	Tunisia	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Wadi Feiran, Sinai	28.713097	33.620027	Egypt	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Wadi Qurayat	23.087417	58.855802	Oman	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Kebili	33.693821	8.971625	Tunisia	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Mides	34.409054	7.918945	Tunisia	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Chebika	34.316582	7.938548	Tunisia	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Douz 	33.454539	9.004927	Tunisia	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Balad Seet	23.190581	57.387667	Oman	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Khatt	25.620284	56.007925	United Arab Emirates	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Shah	23.128392	53.91604	United Arab Emirates	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	"Al 'Ayn
"	24.17499	55.637628	United Arab Emirates	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Jimi	24.253208	55.744884	United Arab Emirates	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Tata	29.756	-7.981	Morocco	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	North Aswan	24.119858	32.899621	Egypt	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Luxor West Nile bank	25.704024	32.627346	Egypt	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Fayum	29.334534	30.767347	Egypt	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Rosetta	31.404646	30.400285	Egypt	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Siwa	29.206355	25.531078	Egypt	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Saqqara	29.867832	31.231776	Egypt	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Marrakesh	31.688165	-8.023305	Morocco	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Drâa river	29.214526	-7.915634	Morocco	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Zagora	30.345477	-5.82521	Morocco	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Errachidia	31.963302	-4.456198	Morocco	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Tikoutar	31.536228	-5.551391	Morocco	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Ait Ibourk	31.103598	-7.30503	Morocco	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Wadi Manakhir	23.091622	57.72992	Oman	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Wadi Fida	23.508767	56.460693	Oman	JAHA
Muriel Gros-Balthazard, Marco Galimberti,Athanasios Kousathanas,Claire Newton, Sarah Ivorra,Laure Paradis,Yves Vigouroux, Robert Carter,Margareta Tengberg, Vincent Battesti,Sylvain Santoni,Laurent Falquet, Jean-Christophe Pintaud,Jean-Frederic Terral, and Daniel Wegmann	2017	The Discovery of Wild Date Palmsin Oman Reveals a Complex Domestication History Involving Centers in the Middle East and Africa	Current Biology	10.1016/j.cub.2017.06.045	Wadi Khutwah	24.315442	56.123539	Oman	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Tikoutar	31.536228	-5.551391	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	South Goulmima	31.6	-4.95	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Goulmina	31.687713	-4.965177	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Taltfraout	31.811229	-4.967206	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Tardirhoust	31.878928	-4.914804	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Tarda	31.805697	-4.596331	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Errachidia	31.963302	-4.456198	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Ifri	32.075845	-4.385489	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Source Bleu de Meski	31.857594	-4.272159	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Boudenib	31.939918	-3.596807	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Sahli	31.949879	-3.527707	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Zrigat	31.635682	-4.206776	Morocco	JAHA
 Jan Christian Habel, Martin Husemann, Thomas Schmitt, Leonardo Dapporto, Dennis Rödder, and Sofie Vandewoestijne	2013	A Forest Butterfly in Sahara Desert Oases: Isolation Does Not Matter	Journal of Heredity	10.1093/jhered/ess092	Ba Touroug	31.559303	-4.707591	Morocco	JAHA
